source_sentence,target_sentence
Say ké né vậy sao tự chạy xe về nhà được đây?,Say lảo đảo lặc lè vậy sao tự lái xe về nhà được đây?
"Có nồi canh dưa hường với dĩa bông bí luộc, ăn ngon lành.","Có canh dưa hường và hoa bí luộc, ăn rất vừa miệng."
Mấy cái thằng lon ton đó mà kể sá gì.,Mấy cái thằng sai vặt đó mà kể làm gì.
"Mưa đầu mùa xuống cái, nhãn nhà tui xanh um liền.","Sau các cơn mưa đầu mùa, vườn nhãn trở nên xanh tốt rõ rệt."
"Mèn đét ơi, mới dọn mớ của cải ra là khứa đã ngớp ráo trọi, thứ tham lam mần ăn chụp giựt.","Trời đất ơi, mới dọn mớ của cải ra là anh ta đã mờ mắt toàn bộ, thứ tham lam làm ăn tranh giành."
Nhà thằng Bảy hẹn tuần tới qua gặp con Năm đó má.,Gia đình thằng Bảy đã hẹn tuần tới sang gặp con Năm.
Người qua kẻ lại đông nghịt hết trơn.,Người qua lại rất đông đúc.
Chạy xe kiểu đó coi chừng có bữa nằm nhà thương nghe mậy.,Lái xe như vậy rất dễ gặp tai nạn và phải vào bệnh viện.
"Việc này bị kẹt cò rồi, nó mới đùn đẩy lại cho tui giải quyết nè.","Việc này bị ách tắc không giải quyết nổi rồi, nó mới đùn đẩy lại cho tôi giải quyết này."
Làm việc này trầy mày trầy mặt.,Làm việc này vất vả khổ sở.
"Dòm mấy thằng con anh ấy quách thiệt, mần ăn trúng mánh phất lên ráo trọi cái xóm nghe hôn.","Nhìn mấy đứa con anh ấy oách thật, làm ăn trúng mối phất lên toàn bộ cái xóm nghe chưa."
"Chuyện hai đứa bây, đầu dây mối nhợ ra sao, tụi bây nói tao nghe coi.","Chuyện của hai đứa, ngọn ngành sự việc ra sao, nói tôi nghe xem."
"Lưỡi như gai sửa, Là con cá khoai",Lưỡi nhám như gai dứa là đặc điểm của con cá khoai
"Mặc đồ chi mà lôi thôi, thàm thùa quá trời vậy.",Trang phục của anh trông rất cẩu thả và thiếu gọn gàng.
"Áo dạ hội bóng láng, coi sang trọng hết biết.",Bộ trang phục dạ hội trông rất bóng đẹp và thanh lịch.
Tích tai dài nhìn con gà này lạ quá.,Dái tai dài nhìn con gà này lạ quá.
Bắc kim thang cà lang bí rợ vầy là bài hát tuổi thơ của tui đó.,Bắc kim thang cà lang bí rợ thế này là bài hát tuổi thơ của tôi đấy.
Cái góc nhà dơ hầy vì rửa mấy cái bát thôi đó.,Góc nhà bẩn nhầy nhụa vì rửa mấy cái bát thôi đấy.
Nghe chú Ba nói về sành điệu vầy tui thấy hay ghê luôn.,Nghe chú Ba nói về chuyên nghiệp thế này tôi thấy hay ghê luôn.
"Cấp nập gởi tiền gởi hàng giúp lũ lụt, đúng là nghĩa tình đồng bào.","Tấp nập gửi tiền gửi hàng giúp lũ lụt, đúng là nghĩa tình đồng bào."
"Bánh ít kiểu vặn chứa đậu, còn bánh chóp nhọn là nhưn dừa hà.","Loại bánh ít vặn có nhân đậu, còn loại hình chóp có nhân dừa."
Bật cái máy quạt lên cho nó thổi phà phà vô người bớt nực.,Bật cái quạt máy lên cho nó thổi mạnh mẽ vào người bớt nóng.
Ngày nào cũng húp ba cái nước lèo này riết cũng ngán.,Ngày nào cũng ăn thứ nước hầm xương này mãi cũng ngán.
Nhà đầy bụi mà cái chổi cùn mằn này quét hông sạch tí nào.,Nhà đầy bụi mà cái chổi rùn cụt tũn này quét tước không sạch tí nào.
"Lôm côm vầy mà bày đặt nói, tui nghe là muốn mệt rồi.","Vớ vẩn thế này mà bày đặt nói, tôi nghe là muốn mệt rồi."
Đồ kỳ cục! Kiếm chuyện với tui là coi chừng ăn đòn nghe hôn.,Đồ vô phép! Gây sự với tôi thì liệu mà chịu hậu quả.
Bọn bay liệu mà thu xếp cho ổn,Bọn mày liệu mà thu xếp cho ổn
Người Chàm ở Châu Đốc với Bình Thuận hổng giống nhau đâu nghen.,Người Chăm ở Châu Đốc có nhiều điểm khác với người Chăm ở Bình Thuận.
"Có rảnh hông, tao với mày đi bốc xoè đi","Có rảnh không, tớ với cậu đi đánh bài tứ sắc đi"
"Thằng nhỏ dốt vầy mà còn nói hoét, thiệt là hết nói nổi.","Thằng bé dốt đặc cán mai thế này mà còn bốc phét, thật là hết nói nổi."
sóng nhồi một lát là chóng mặt thấy mồ.,sóng dồi một lát là chóng mặt vô cùng.
Tài xế ẩu leo lề rồi,Tài xế ẩu phi lên vỉa hè mới gây ra tai nạn đó thôi.
Cái xe này nhìn tệ lậu quá rồi.,Chiếc xe này trông nát quá rồi.
Lội về chi mà người ướt ngoi ngót vậy con?,Sao con lại lội nước về để người ướt sũng như vậy?
Hổng hiểu sao họ cứ khoái ở viện dưỡng lão hơn.,Không hiểu sao họ vẫn muốn ở viện dưỡng lão hơn.
"Mấy chuyện đó cổ lo hết trơn rồi, khỏi bận tâm.","Mấy chuyện đó cô ấy lo hết sạch rồi, khỏi bận tâm."
Hai vợ chồng đã lục đục rồi,Hai vợ chồng đã xích mích rồi
"Thằng nhỏ quê trớt quớt, hỏi gì đâu hổng à.",Cậu ta rất quê mùa và thường hỏi những câu vô lý.
"Toàn mấy người mua bán rành nghề, dân lái lâu năm hông à.",Đa số là những người buôn bán chuyên nghiệp và giàu kinh nghiệm.
"Ai mê trồng kiểng thì lại đây, có bánh bông lan ăn nghen.","Ai yêu thích trồng cây cảnh thì ghé lại, có bánh bông lan để thưởng thức."
"Con chơi rồi thì tự mang cất đi, chớ bày biện kiểu này má dẹp hoài","Con chơi xong thì tự mang cất đi, chứ bày bừa kiểu này mẹ dọn mãi"
"Ai được phần cũng kiếm chuyện so bì, tánh vậy hổng nên đâu.",Luôn so đo khi người khác được hưởng phần hơn là một thói xấu.
Con gái Ba Điều càng lớn càng xinh xắn ghê.,Con gái Ba Điều càng lớn trông càng bắt mắt.
Miệng nhai trầu bệu bạo mà mặt đăm chiêu dữ lắm.,Vừa nhai trầu vừa tỏ ra rất trầm ngâm suy nghĩ.
"Chuyện ý này nghe lạ nhưng thiệt đó, tao chứng kiến.","Chuyện tiếng thốt ngạc nhiên này nghe lạ nhưng thật đó, tớ chứng kiến."
"Tao học được cái quá trí khôn lường này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái vượt xa sức tưởng tượng này từ hồi nhỏ, giờ vẫn nhớ."
"Bộ phản đẹp mà bị trũng vầy, uổng ghê.","Bộ phản đẹp mà bị trũng thế này, uổng ghê."
"Lâu ngày hổng gặp, ảnh phát tướng thấy rõ luôn bà con ơi.","Sau một thời gian không gặp, anh ấy trông đầy đặn hơn hẳn."
sao con đập vô đầu em như vậy?,sao con lại đánh vào đầu em như thế?
"Tôi đưa bả cái tủ, gạt một triệu tôi thiếu bả",Tôi đưa cho bà ấy cái tủ để trừ vào một triệu tiền nợ
Thấy sấp tiền đô là mắt ổng ngớp lên liền chớ gì.,Thấy xấp tiền đô là mắt ông ấy mờ mắt lên ngay chứ gì.
Đừng có cậy sức rồi bắt nạt mấy đứa nhỏ nghe hôn.,Đừng dựa vào việc mình mạnh hơn để ức hiếp trẻ em.
"Nó chạy xe bá cháy, ngồi sau muốn đứng tim thiệt.",Cậu ấy lái xe quá nhanh làm tôi sợ đến thót tim.
"Ở đời, sống phải có nhơn ngỡi","Ở đời, sống phải có nhân nghĩa"
Xấu hổ chi mà hổng chịu hát.,Xấu hổ gì mà không chịu lên hát.
"Nó lừa đảo đó, cẩn thận kẻo mắc bẫy.","Nó lừa đảo đấy, cẩn thận kẻo mắc bẫy."
Dắt heo nọc đi qua xóm bên cạnh liền nghe mậy.,Dắt lợn đực đi qua xóm bên cạnh liền nghe cậu.
Dọn mấy cái đồ lủm củm ráo trọi hết trơn ngoài hiên vô nhà giùm tui cái nghe mậy.,Dọn mấy cái đồ lặt vặt toàn bộ hết cả ngoài hiên vào nhà giùm tôi cái nghe chưa bạn.
"Đừng để đồ đạc bừa bãi ngoài hiên, trộm đêm hôm nó cậy cửa vô chôm ráo trọi nghe hôn.","Đừng để đồ đạc bừa bãi ngoài hiên, kẻ trộm đêm khuya nó phá cửa vào ăn trộm toàn bộ nghe chưa."
"Dẫn con đi theo chẳn chằn vầy sao mà họp hành được, tui thấy kỳ quá.","Dắt kè kè đứa trẻ đi theo sát sạt thế này sao mà họp hành được, tôi thấy kỳ quá."
"Chị cho tui con chó xám này đi, tui khoái màu lông của nó.","Chị cho tôi con chó lông xám này đi, tôi thích cái màu lông của nó."
"Ổng mắc chứng ăn nhậu, tối ngày không thấy về nhà.","Ông ấy sinh tật ăn nhậu, tối ngày không thấy về nhà."
Kiếm được mấy con cóc bự chảng vậy đem nấu cháo hết sẩy.,Nếu bắt được vài con cóc to như vậy thì nấu cháo rất tuyệt.
"Nói năng bài bản kiểu đó, biết là dân có ăn học rồi","Ăn nói quy củ kiểu đó, biết là người có học rồi"
Chạy xe đò cua gắt qua mấy con đèo mấp mô làm con nhỏ say xe ói quá trời ói.,Đi xe khách cua ngoặt qua mấy con đèo mấp mô làm cô bé say xe nôn thốc nôn tháo.
Ba cái chuyện tào lao đó nghe làm chi cho mệt.,Những chuyện vô căn cứ đó không đáng để tin.
Có chuyện chi mà anh hầm hầm dữ vậy?,Có chuyện gì mà anh hầm hầm dữ vậy?
"Nó hăm chém vầy tui lo lắm, ông coi chừng nó đi.","Nó dọa chém thế này tôi lo lắm, anh coi chừng nó đi."
Sáng sớm cả nhà bồng chống nhau đi từ tờ mờ,Sáng sớm cả nhà dắt díu nhau đi từ tờ mờ
Thấy bọn trẻ chạy xe lạng lách là tui đã ê da rồi,Thấy bọn trẻ chạy xe lạng lách là tôi đã ớn lạnh rồi
Tới khúc kia nhớ quẹo qua lộ tẻ bên tay phải.,Đến đoạn đó hãy rẽ sang con đường nhỏ bên phải.
"Ăn no đến mức muốn nghẹn, hổng thèm ăn gì nữa đâu.","Ăn no đến mức nghẹn cả cổ, không muốn ăn gì thêm nữa."
"Mèn đét ơi, gặp lại thấy ổng mập mạp hơn hồi trước dữ thần.","Trời ơi, gặp lại thấy anh ấy tăng cân nhiều hơn trước."
Kiểu nói sắc lẹm đó ai ở đây cũng rành hết trơn.,Ai ở đây cũng quen với cách nói sắc sảo đó.
"Hôm qua sinh nhật thằng Tèo, tui theo ăn ké được miếng bánh ngon lành.","Hôm qua trong sinh nhật Tèo, tôi được ăn nhờ một miếng bánh kem."
Chuyện vốn liếng nghe riết phát chán.,Chuyện vốn liếng nghe mãi phát chán.
Tụi bây thấy vặc một không? Tao thấy từ hồi nãy rồi.,Các bạn thấy quyết liệt không? Tớ thấy từ nãy rồi.
Thấy cái mũi quặp xuống của bả là tui ngán liền.,Nhìn chiếc mũi quặp của bà ấy tôi thấy khá sợ.
Hàng lầy sầy vầy đem bán chắc hổng ai ngó ngàng.,Loại trái cây bị xước nhiều như thế khó được người mua chọn.
"Con Năm nó viền, Con Sáu đơm nút","Cô Năm thì viền vải, còn cô Sáu thì đơm khuy"
Mấy thằng ăn trộm nó hay chui lỗ chó vào đây,Mấy thằng ăn trộm nó hay chui bờ rào vào đây
"Thằng Út cứ rền trời trong buồng, chắc nó đang giận chuyện gì.","Thằng Út cứ kêu la vang dội trong phòng, chắc nó đang giận chuyện gì."
Mua được miếng đất sát mặt lộ vậy là ngon lành dữ rồi.,Sở hữu mảnh đất ngay mặt đường lớn như vậy là rất tốt.
"Mèn đét ơi, đi nhậu nhẹt chuyến này đúng là tuyệt cú mèo, đồ ăn ngon bá cháy ráo trọi.","Trời đất ơi, đi ăn nhậu chuyến này đúng là tuyệt vời, đồ ăn ngon tuyệt hảo toàn bộ."
Gà ác tiềm thuốc bắc vầy ăn vô là hết bịnh liền.,Gà ác tần thuốc bắc thế này ăn vào là hết bệnh liền.
Thứ gái đó chỉ biết ăn no rồi bẹo hình bẹo dạng,Loại gái đó chỉ biết ăn no rồi lả lơi phô trương
"Chị nói ai thì nói cho nó cụ thể, chớ nói ba khơi","Chị nói ai thì nói đích danh ra, chứ nói bóng nói gió"
Uống rượu vô rồi về kiếm cớ cà khịa tui hả?,Ông uống rượu xong rồi về gây sự với tôi à?
Làm tới nơi tới chốn luôn.,Làm đến nơi đến chốn luôn.
Mấy người mê cải lương này mày kêu nó hát cả ngày cũng được.,Gặp mấy tay đam mê cải lương này mày yêu cầu nó hát cổ nhạc cả ngày.
"Cho em chơi gần mé mương thôi, nhớ coi chừng té nghen.",Để em chơi gần bờ mương nhưng phải cẩn thận kẻo ngã.
"Cả ngày hổng ăn gì, sao bụng hổng xẹp cho được.","Cả ngày nay có ăn gì đâu, nên bụng chả xẹp lép sao được."
"Vô kiểu đó kỳ nghen, tưởng nhà mình chắc.","Vào như vậy thật bất tiện, cứ như chỗ của mình vậy."
"Nhà hắn túng quẫn, chỉ ăn gạo luộc","Nhà hắn túng quẫn, chỉ ăn cơm trắng không thức ăn"
"Cái đầu ổng lúc nào cũng mướt rượt, ra đường là vuốt liền.",Mái tóc của ông ấy luôn được chải chuốt gọn gàng mỗi khi ra ngoài.
Những con cá mè vinh từ trong bay vút ra như những con chim cút,Những con cá mè vinh từ trong bay vút ra như những con chim cút
Mấy trái xoài rụng lưa thưa có mấy trái hà.,Những quả xoài chỉ rụng rải rác vài quả.
"Nó ếm xì bùa cho mình xui xẻo, ghét nó thiệt.","Nó trù ẻo cho mình xui xẻo, ghét nó thật."
Tụi bây thấy quớt không? Tao thấy từ hồi nãy rồi.,Các bạn thấy thất bại không? Tớ thấy từ nãy rồi.
"Nó đi te rẹt thiệt chớ, hổng thấy mặt mũi đâu hết.","Nó đi lang thang thật chứ, không thấy mặt mũi đâu hết."
Không đi đâu sao mà nằm chèo ngoeo vậy anh Tư,Không đi đâu sao mà nằm co quắp thế anh Tư
Ra tòa mà hông chạy tiền thuê biện thì thua chắc luôn mầy ơi.,Ra tòa mà không lo chi phí thuê luật sư thì thua chắc luôn cậu ơi.
"Giọng dóng dác vầy nghe sướng lỗ tai ghê, đúng chất nam nhi luôn.","Giọng dõng dạc thế này nghe sướng tai thật, đúng chất nam nhi."
"Giặt đống đồ này giáng một lát là xong, đừng lo.","Giặt đống quần áo này làm sạch một loáng là xong, đừng lo."
"Cái này y xì vầy tui mới mua đó, đẹp ghê chưa.","Cái này nguyên thế này tôi mới mua đấy, đẹp ghê chưa."
"Mèn đét ơi, ăn ở trây nhớt kiểu đó ai mà chịu thấu, riết rồi chòm xóm người ta khi dể hết trơn.","Trời đất ơi, ăn ở chây lười kiểu đó ai mà chịu thấu, riết rồi xóm giềng người ta khinh rẻ hết cả."
"Mèn đét ơi, trời chuyển đen kịt sắp đổ mưa lay nhay rồi, lo dọn lúa vô sịa lẹ đi con.","Trời đất ơi, trời chuyển đen kịt sắp đổ mưa dầm dề rồi, lo dọn thóc vào cái mẹt lớn nhanh đi con."
Mới nói đại một phát mà trúng ráo trọi.,Chỉ đoán thử một lần mà lại chính xác hoàn toàn.
